id,date_purchased,company,car_make,car_model,car_year,car_color,purchase_price
332,2022-12-01,Bernhard-Bins,Suzuki,Swift,1990,Violet,65466
333,2023-01-27,"Witting, Johnston and Veum",Maybach,62,2009,Purple,91799
334,2023-04-23,"Wunsch, Raynor and Grimes",Chevrolet,Astro,1998,Goldenrod,83052
335,2022-12-15,Denesik LLC,Chevrolet,Corvette,2005,Purple,79537
336,2023-03-19,Lemke Inc,Audi,Q7,2011,Fuscia,89317
337,2023-05-01,Kautzer-Jenkins,Pontiac,Fiero,1988,Violet,86246
338,2023-01-26,Berge-Vandervort,Mitsubishi,Mirage,1996,Goldenrod,78242
339,2022-12-10,"Nienow, Klein and Lemke",Mitsubishi,Galant,1999,Khaki,44289
340,2023-01-29,"Tillman, Mayer and Gulgowski",Dodge,Ram 2500,2002,Turquoise,43447
341,2023-03-15,VonRueden and Sons,Porsche,911,1992,Purple,62151
342,2023-02-03,Weissnat Inc,GMC,Envoy,2005,Green,39362
343,2022-12-23,Torp-Blanda,Toyota,Cressida,1992,Khaki,38419
344,2022-11-27,"Monahan, Beer and Cole",Mazda,MX-3,1993,Yellow,45268
345,2023-05-07,"Carter, Stark and Adams",GMC,Rally Wagon 1500,1993,Mauv,60866
346,2023-01-26,Hoeger-Langworth,Suzuki,SX4,2012,Blue,44281
347,2022-12-16,McCullough LLC,Mitsubishi,Lancer Evolution,2008,Crimson,75829
348,2023-02-09,"Mraz, Runolfsson and Keeling",Porsche,Boxster,2008,Indigo,33770
349,2023-01-27,Koepp Inc,Chevrolet,2500,1995,Crimson,93651
350,2023-01-27,Hickle-Schulist,Chevrolet,Monte Carlo,2004,Crimson,96296
351,2023-04-17,Muller Inc,Buick,Electra,1987,Crimson,96268
352,2023-01-24,Swift Group,Aston Martin,DB9,2006,Purple,53917
353,2022-12-30,Harris-Turner,Infiniti,EX,2008,Teal,26257
354,2023-03-14,"Heaney, Jacobi and Bergstrom",Ford,Bronco II,1986,Orange,28302
355,2022-12-17,"Lebsack, Schimmel and Fritsch",GMC,Savana 3500,2002,Mauv,50979
356,2023-01-26,Lueilwitz-Hammes,Isuzu,Space,1992,Crimson,46621
357,2023-03-25,Nader-Auer,Mazda,929,1990,Maroon,20791
358,2022-11-16,Larkin-Beier,Buick,Electra,1988,Red,92174
359,2022-12-01,Torp Group,Mitsubishi,GTO,1996,Fuscia,53242
360,2023-02-27,"Cremin, Pfeffer and Funk",Ford,Bronco,1987,Purple,57280
361,2023-05-06,"Mueller, Bruen and Gusikowski",Mercury,Grand Marquis,1994,Teal,70520
362,2023-01-25,"Cummings, Hodkiewicz and Flatley",Chevrolet,Monte Carlo,1999,Crimson,51788
363,2023-03-08,"Kirlin, Conroy and Armstrong",Honda,Odyssey,2011,Puce,15948
364,2022-11-25,"Bradtke, Schultz and MacGyver",Dodge,Dakota,1995,Goldenrod,41546
365,2023-03-24,Daugherty-Zulauf,Infiniti,QX56,2011,Crimson,65999
366,2023-02-25,"Tremblay, Hand and Rutherford",Jaguar,XJ Series,2002,Indigo,30557
367,2023-01-01,Nienow-Connelly,Dodge,Ram 3500 Club,1997,Orange,75610
368,2023-01-19,Legros-Howell,Nissan,Altima,1995,Orange,13187
369,2023-01-27,Reilly Group,Toyota,Matrix,2009,Goldenrod,86741
370,2023-02-13,Haag and Sons,BMW,6 Series,2007,Green,37545
371,2023-01-05,Walter and Sons,Chevrolet,S10,1994,Khaki,38909
372,2023-03-26,Pollich LLC,Dodge,Dakota Club,1992,Blue,61520
373,2023-02-28,Tillman LLC,Mercury,Sable,2008,Yellow,79796
374,2023-03-29,Quitzon-Stiedemann,Chrysler,PT Cruiser,2004,Puce,13670
375,2023-03-27,Schamberger-Lehner,Mercedes-Benz,M-Class,2001,Turquoise,15219
376,2023-02-05,Collins-Stanton,Ford,Festiva,1991,Maroon,41303
377,2022-11-27,Ryan-Moen,Toyota,Tundra,2005,Puce,68883
378,2022-12-09,Considine-Torphy,Isuzu,Rodeo,1998,Red,85720
379,2023-02-05,"Beatty, Boehm and Hegmann",Jeep,Grand Cherokee,2008,Fuscia,41674
380,2023-01-07,Kulas-McGlynn,Dodge,Ram Van 1500,1996,Red,27897
381,2023-03-07,"Mante, Little and Glover",Nissan,Titan,2009,Aquamarine,70580
382,2022-12-09,Mante Inc,BMW,760,2005,Green,69451
383,2022-12-16,Gutmann-Sauer,Mercedes-Benz,CL-Class,1999,Crimson,25785
384,2023-02-12,Hickle Group,Toyota,Tundra,2004,Aquamarine,12860
385,2023-01-13,Lind-Wisoky,Subaru,Brat,1987,Indigo,94672
386,2023-01-14,Schmeler LLC,Pontiac,Grand Prix,1978,Yellow,75716
387,2023-02-18,Hoeger-Miller,Land Rover,Range Rover,2003,Puce,93434
388,2023-01-19,"Bruen, Casper and Mueller",Chrysler,Town & Country,1996,Fuscia,59268
389,2023-03-02,Cormier-Volkman,Dodge,Ram 2500,2008,Green,16448
390,2023-04-28,Emard and Sons,Chevrolet,Suburban,2008,Teal,93006
391,2022-12-24,Aufderhar Group,Volvo,C70,2011,Indigo,76937
392,2022-11-27,"Schinner, Kunde and Koch",Mercedes-Benz,500SL,1992,Yellow,50323
393,2023-03-16,"Parker, Ziemann and Weimann",Jaguar,XK Series,2001,Violet,45088
394,2023-03-11,Bauch Inc,Eagle,Summit,1996,Mauv,25381
395,2023-01-14,Raynor and Sons,Mitsubishi,Mighty Max,1986,Khaki,38223
396,2023-01-13,Pacocha-Larson,Volvo,C70,2007,Indigo,45772
397,2023-05-06,"Altenwerth, Schultz and Dooley",Mercedes-Benz,S-Class,1996,Orange,11648
398,2023-03-29,Lebsack Inc,Chrysler,Crossfire,2004,Mauv,16803
399,2023-01-05,Daniel Inc,Dodge,Dakota Club,2004,Puce,15937
400,2023-03-31,Beahan-Connelly,BMW,1 Series,2012,Purple,15059
401,2022-12-12,Altenwerth-Tillman,Dodge,Ram 2500,2003,Goldenrod,78951
402,2023-01-04,Padberg Inc,Chevrolet,Silverado,2006,Red,43186
403,2023-01-14,"Sanford, Kihn and Sawayn",Jeep,Patriot,2011,Indigo,52375
404,2023-03-03,Quitzon-Rodriguez,Maserati,GranSport,2005,Red,10858
405,2023-04-08,"Hartmann, Pacocha and Sanford",Chevrolet,Silverado 2500,2004,Indigo,95781
406,2023-01-12,"Ebert, Gleichner and Larkin",Nissan,Xterra,2000,Orange,63651
407,2023-04-05,"Lubowitz, Donnelly and Abbott",Pontiac,Grand Prix,1963,Blue,71230
408,2022-12-31,"Von, Yundt and Streich",Land Rover,Discovery,2012,Turquoise,33403
409,2022-12-04,Mosciski-Crooks,Aston Martin,V8 Vantage,2008,Goldenrod,80240
410,2023-02-13,Quigley-Howell,BMW,X5,2004,Maroon,72774
411,2023-03-29,Bradtke Group,Oldsmobile,Cutlass Cruiser,1994,Crimson,28520
412,2023-03-20,"Batz, Mayert and Wehner",Chevrolet,Suburban 2500,2004,Turquoise,80132
413,2023-01-30,Cremin LLC,Ford,Crown Victoria,1999,Green,58336
414,2023-03-25,Little-Runolfsson,Mercedes-Benz,CL-Class,2005,Indigo,21475
415,2022-12-14,McClure-Glover,Mazda,RX-7,1983,Indigo,13264
416,2023-05-06,"Schaden, Aufderhar and Lemke",Acura,Integra,1994,Maroon,24381
417,2023-05-10,"West, Huels and Funk",Porsche,Boxster,1997,Teal,61170
418,2022-11-25,"Mitchell, O'Reilly and Heller",Subaru,Impreza,2005,Yellow,97298
419,2022-11-15,"Zemlak, Mohr and Rath",Dodge,Viper,1996,Orange,11789
420,2023-04-07,"Lind, Nader and Schuppe",Mercury,Mountaineer,2000,Red,36220
421,2023-01-27,Renner and Sons,BMW,Z3,1998,Aquamarine,51936
422,2022-12-19,Rau-Bruen,Dodge,Ram Van 1500,1995,Crimson,35996
423,2023-05-06,"Greenholt, Nitzsche and Marquardt",Mitsubishi,Pajero,1991,Puce,20596
424,2023-03-03,Moore and Sons,GMC,Canyon,2006,Puce,58458
425,2023-05-01,Reinger-Zieme,Mazda,Mazdaspeed 3,2010,Puce,96776
426,2022-11-24,"Kihn, Roberts and Trantow",Buick,LaCrosse,2008,Red,57603
427,2022-12-18,"Kreiger, Grimes and Metz",Isuzu,Ascender,2008,Green,67754
428,2022-12-12,Stiedemann-Steuber,Ford,Freestar,2003,Yellow,21735
429,2023-05-06,"Pagac, Harris and Willms",BMW,X3,2009,Green,19731
430,2022-12-27,Runolfsson-McKenzie,Buick,Riviera,1979,Pink,90324
431,2022-11-18,Bogisich-Reynolds,Toyota,RAV4,2007,Green,44020
432,2023-05-07,Turner-Abshire,Bentley,Continental,2006,Khaki,74122
433,2022-12-17,Roberts-Harvey,Isuzu,Hombre,1999,Green,13168
434,2023-03-09,Wisoky-Kuhic,Chevrolet,Avalanche 1500,2005,Indigo,54937
435,2023-02-24,"Halvorson, Stroman and Marvin",Hyundai,Sonata,2005,Crimson,62697
436,2023-03-02,"Cormier, Mills and Herzog",Mercedes-Benz,W126,1981,Mauv,57062
437,2023-04-14,"Pollich, Mitchell and Kub",Land Rover,Range Rover Sport,2010,Yellow,35543
438,2023-03-07,Sanford-Brakus,Dodge,Ram 3500,1999,Yellow,93585
439,2023-04-17,"Murray, Murazik and Veum",Lamborghini,Diablo,1998,Fuscia,95843
440,2023-04-10,"Homenick, Reichert and Kautzer",Toyota,RAV4,1998,Pink,27142
441,2022-12-13,"Ward, Gleichner and Kilback",Lamborghini,Diablo,1993,Maroon,37357
442,2022-12-28,Herman-Parisian,Ford,Crown Victoria,2005,Yellow,41341
443,2023-04-14,Batz Group,Mazda,MX-6,1993,Crimson,68687
444,2023-01-10,Mueller Inc,Mitsubishi,Pajero,1985,Khaki,88468
445,2023-02-10,Hermiston-Hane,Ford,Falcon,1967,Red,50215
446,2023-01-05,Hodkiewicz Inc,Mazda,626,1989,Blue,92335
447,2023-05-03,Padberg Inc,Rolls-Royce,Phantom,2007,Crimson,24038
448,2023-02-08,"Weissnat, Runte and Armstrong",GMC,Envoy XL,2006,Yellow,28045
449,2023-05-12,Stokes-Fadel,Chevrolet,Aveo,2011,Khaki,52077
450,2023-02-06,O'Hara-Schinner,GMC,Yukon XL 2500,2000,Pink,81591
451,2023-04-23,Douglas-Shields,Subaru,Legacy,1995,Orange,78258
452,2023-04-09,Kling and Sons,Chevrolet,Malibu,2008,Maroon,52381
453,2023-03-20,"Wolff, Krajcik and Balistreri",Infiniti,G,1995,Fuscia,21929
454,2022-12-11,Mills-Schmitt,Toyota,Tacoma Xtra,1999,Green,60813
455,2023-03-23,Schoen Group,Mercedes-Benz,CLK-Class,2003,Indigo,92879
456,2023-04-13,"Schowalter, Homenick and Hamill",Chevrolet,Corvette,2004,Orange,11082
457,2022-12-29,Stanton and Sons,BMW,530,2002,Violet,29575
458,2023-05-12,Kertzmann-D'Amore,Mazda,B-Series,2003,Indigo,94430
459,2022-11-16,Rempel and Sons,BMW,M5,2009,Orange,65673
460,2022-12-28,Johnston-Wehner,Chevrolet,Cavalier,1992,Aquamarine,50918
461,2023-04-18,Bogan-Friesen,BMW,X3,2004,Violet,58689
462,2022-11-16,Schumm LLC,Buick,Electra,1986,Green,26769
463,2022-12-09,Rogahn Inc,Pontiac,Grand Prix,1970,Aquamarine,60827
464,2023-05-08,Trantow-Pouros,Chevrolet,Lumina APV,1992,Aquamarine,63758
465,2023-01-05,"Miller, Torp and Cormier",BMW,Z3,1997,Maroon,78921
466,2023-02-01,Klein-Anderson,GMC,Yukon XL 1500,2006,Khaki,94353
467,2022-12-30,"Morar, Hettinger and Klein",Toyota,Camry,1999,Red,95983
468,2023-03-16,Nolan-Monahan,Oldsmobile,Silhouette,2004,Red,65516
469,2023-04-17,"Bahringer, Crist and Murazik",Chevrolet,Avalanche,2011,Pink,24251
470,2022-12-28,"Will, Hilpert and Mitchell",Ford,Taurus,1989,Puce,78320
471,2023-04-14,O'Hara-Kerluke,Acura,Integra,1988,Teal,30703
472,2023-03-04,Pollich-Steuber,Kia,Sephia,2000,Orange,60885
473,2023-05-04,Armstrong-Collins,Acura,TSX,2010,Pink,14892
474,2023-04-21,Kassulke-Rohan,BMW,X5,2004,Teal,93047
475,2023-01-27,Shanahan Group,Jeep,Wrangler,2010,Goldenrod,10507
476,2023-04-26,"Goldner, Maggio and McLaughlin",Subaru,Justy,1992,Red,15660
477,2022-11-29,"Johnson, Von and McCullough",Dodge,Grand Caravan,2012,Aquamarine,16810
478,2022-11-20,"Littel, Stehr and Kreiger",GMC,Envoy XL,2004,Puce,96512
479,2023-03-12,Bernhard-Kunze,Ford,Excursion,2005,Maroon,93229
480,2023-02-27,Kemmer and Sons,Chevrolet,S10 Blazer,1993,Puce,19143
481,2022-12-23,Barton-Collier,Oldsmobile,88,1999,Blue,72979
482,2023-02-06,"Ryan, Jast and Sawayn",Porsche,Carrera GT,2005,Fuscia,69944
483,2022-11-28,Bogisich Inc,Suzuki,Forenza,2008,Goldenrod,87381
484,2023-01-14,"Gerhold, Hodkiewicz and Stehr",Buick,Roadmaster,1995,Mauv,85308
485,2022-12-14,"Langworth, Bartoletti and Towne",Mitsubishi,Galant,1986,Indigo,48336
486,2023-04-27,Schinner Group,Suzuki,Grand Vitara,2006,Orange,48206
487,2023-05-06,Breitenberg LLC,Kia,Sportage,2012,Mauv,99244
488,2022-12-22,Monahan-Wintheiser,Chevrolet,Volt,2011,Green,14413
489,2023-02-12,Armstrong and Sons,Lotus,Esprit,1988,Blue,88592
490,2023-04-06,Goyette and Sons,Infiniti,QX,2000,Fuscia,66665
491,2023-04-04,Nitzsche-Wolff,Chevrolet,Beretta,1994,Crimson,97013
492,2023-04-23,"Mraz, Howell and Mayer",Chevrolet,Cruze,2012,Green,55789
493,2023-04-13,"Abernathy, Brown and McKenzie",Hyundai,Sonata,2005,Yellow,59266
494,2023-05-10,Watsica-Schuppe,Volvo,C70,2012,Yellow,87493
495,2023-05-11,Herzog-Fadel,Mitsubishi,Tundra,2009,Crimson,76194
496,2023-01-11,Mitchell Inc,Cadillac,Eldorado,1995,Green,55786
497,2023-03-13,Swift-Toy,Eagle,Vision,1993,Violet,13713
498,2022-12-16,"Muller, Williamson and O'Conner",Ford,E150,1984,Maroon,89762
499,2023-03-23,"Swaniawski, Dickens and Simonis",Mitsubishi,Starion,1988,Khaki,56784
500,2023-03-23,"Homenick, Bradtke and Kirlin",Mazda,MX-6,1989,Green,34149
501,2023-01-16,"Hilpert, Schinner and Balistreri",Mazda,Miata MX-5,2009,Purple,51011
502,2023-01-17,Ebert-Raynor,GMC,EV1,1999,Maroon,46490
503,2023-04-16,"Koch, Buckridge and McKenzie",Lexus,ES,1993,Yellow,13217
504,2023-04-10,"Osinski, Rohan and O'Connell",Chrysler,PT Cruiser,2008,Goldenrod,35663
505,2023-04-30,Gutkowski and Sons,Honda,CR-V,1997,Maroon,33418
506,2023-02-06,McDermott Inc,Lincoln,Navigator L,2009,Purple,49586
507,2023-02-16,"Schoen, Conn and Spencer",Nissan,Quest,1995,Pink,30397
508,2023-01-13,"Kessler, Herzog and Gerlach",Volkswagen,Passat,2012,Blue,17500
509,2023-04-19,Wehner-Maggio,Nissan,Pathfinder,2001,Turquoise,60472
510,2023-04-26,Veum-Hickle,Buick,Regal,2004,Purple,43108
511,2023-02-23,Huel-Bruen,Chevrolet,Silverado 3500HD,2006,Khaki,90390
512,2023-02-18,Deckow LLC,GMC,Yukon,2001,Turquoise,33871
513,2023-04-29,Leuschke and Sons,GMC,Yukon Denali,2006,Maroon,71935
514,2022-12-13,Murphy Inc,Toyota,Celica,2002,Mauv,27331
515,2023-02-28,Okuneva LLC,Jaguar,X-Type,2006,Fuscia,27802
516,2023-03-08,McDermott and Sons,Nissan,Altima,2010,Fuscia,43149
517,2023-02-09,Ondricka-Torphy,Hyundai,XG350,2004,Aquamarine,21020
518,2022-12-26,"Wunsch, Muller and Vandervort",Acura,MDX,2004,Violet,26254
519,2023-01-16,Ebert LLC,Mercedes-Benz,M-Class,2004,Purple,56069
520,2023-04-17,Kreiger-McKenzie,Suzuki,X-90,1997,Turquoise,68360
521,2023-02-17,Grant Inc,Maserati,Quattroporte,2008,Crimson,55591
522,2023-04-18,"Strosin, Gusikowski and Leannon",Infiniti,QX56,2009,Yellow,20981
523,2022-12-12,Barrows-Kassulke,Chevrolet,Silverado 3500,2011,Indigo,98364
524,2023-03-18,Kemmer Group,BMW,8 Series,1992,Orange,75186
525,2023-01-27,Lehner-Larson,Audi,A8,2010,Turquoise,28163
526,2023-05-09,Conroy-Homenick,Volvo,XC60,2012,Goldenrod,24182
527,2023-01-04,Leffler-Johnson,Toyota,Camry,2012,Indigo,69151
528,2023-04-21,Haley and Sons,Ford,Transit Connect,2012,Yellow,19005
529,2023-04-21,Kling-Krajcik,Chevrolet,Corvette,1972,Fuscia,49238
530,2023-03-07,Hackett-Braun,GMC,Savana 2500,2000,Purple,33182
531,2023-04-22,Botsford-Pfeffer,Mercedes-Benz,E-Class,2004,Purple,86786
532,2023-01-26,Schmidt Group,Audi,TT,2012,Red,13365
533,2023-05-05,"Dickens, MacGyver and Abbott",Volkswagen,Passat,2008,Yellow,63242
534,2023-05-02,Yundt Inc,Volvo,V40,2004,Goldenrod,46852
535,2023-03-20,Wolff-Friesen,Mercedes-Benz,E-Class,1989,Teal,70817
536,2023-01-21,Johns and Sons,Bugatti,Veyron,2011,Khaki,65348
537,2023-02-09,McKenzie-Witting,Dodge,Stratus,2003,Purple,85317
538,2022-12-16,Denesik-Ward,Mercury,Villager,1997,Turquoise,11764
539,2023-03-17,Champlin-Quitzon,Nissan,Pathfinder,2000,Violet,52454
540,2023-05-10,"Kris, Vandervort and Ortiz",Pontiac,Grand Prix,1988,Indigo,10307
541,2023-03-09,"Spinka, Zulauf and Auer",Acura,NSX,2001,Yellow,74483
542,2022-12-31,Howell Inc,Pontiac,Grand Am,1997,Purple,56808
543,2023-04-03,Johnston Inc,Mazda,CX-7,2008,Orange,86139
544,2023-02-06,"Jones, Blanda and Bashirian",Volvo,S40,2004,Green,90908
545,2023-01-12,Johnson-Pollich,Porsche,911,2007,Purple,63336
546,2023-02-24,Nitzsche LLC,Land Rover,Freelander,2003,Blue,34341
547,2023-01-30,"Jaskolski, Jenkins and Hermann",Mercedes-Benz,W201,1989,Fuscia,99277
548,2023-04-17,Ward Group,Volkswagen,Jetta,1990,Pink,46932
549,2023-03-12,"Smitham, Haag and Kub",Lexus,GS,1993,Turquoise,86211
550,2023-01-23,VonRueden and Sons,BMW,5 Series,1995,Teal,53768
551,2022-11-19,Hauck-Carroll,Jaguar,XK,2007,Red,61310
552,2023-02-23,Vandervort Group,Acura,NSX,1999,Red,66797
553,2023-03-11,Bergnaum Inc,Volkswagen,Type 2,1989,Green,89039
554,2023-03-24,"Leannon, Kerluke and Jones",Chrysler,PT Cruiser,2005,Blue,81857
555,2023-01-18,"Sipes, Balistreri and Harvey",Dodge,Grand Caravan,2007,Indigo,46850
556,2023-05-11,Kris-Braun,Jaguar,XJ Series,2002,Khaki,15123
557,2023-01-22,"Rath, Boyer and Simonis",Jeep,Grand Cherokee,2000,Purple,83218
558,2022-12-16,Little LLC,Audi,A6,2008,Goldenrod,49619
559,2023-02-11,"Ferry, Dibbert and Jacobson",Kia,Sorento,2011,Purple,54648
560,2022-11-21,Romaguera and Sons,Oldsmobile,Ciera,1995,Aquamarine,63118
561,2023-01-08,"Leffler, Bernhard and Haag",Nissan,GT-R,2010,Blue,57851
562,2022-12-24,"Ferry, Spinka and Runolfsson",Chevrolet,Cavalier,1994,Mauv,17775
563,2022-12-03,Hane-Becker,Porsche,Cayman,2010,Mauv,11391
564,2023-02-24,West and Sons,Mitsubishi,Lancer Evolution,2010,Violet,42046
565,2023-02-28,Bergstrom-Kozey,Lamborghini,Gallardo,2004,Orange,11055
566,2022-12-10,Zemlak-Paucek,Nissan,Maxima,1999,Crimson,99801
567,2022-11-24,Windler Group,Oldsmobile,Silhouette,2000,Puce,50190
568,2023-02-21,Armstrong Inc,Ford,F150,2001,Pink,72554
569,2023-01-16,Bins and Sons,Mitsubishi,Montero,2006,Indigo,45170
570,2022-12-12,Cummings Inc,Pontiac,Aztek,2003,Crimson,23965
571,2023-04-02,Funk-O'Hara,Toyota,Prius,2005,Aquamarine,72605
572,2023-05-01,Terry-Mante,Pontiac,Vibe,2005,Purple,73746
573,2023-01-18,"Zulauf, Spinka and Doyle",Aptera,Type-1h,2010,Purple,20590
574,2023-03-25,"Stroman, Hansen and Champlin",Dodge,Avenger,2010,Maroon,53399
575,2023-02-15,"Cassin, Ziemann and Kovacek",Audi,A4,2010,Mauv,45415
576,2023-02-02,"Mohr, Leannon and Morissette",Chevrolet,Colorado,2007,Goldenrod,25676
577,2023-01-27,"Stamm, Upton and Langworth",Mazda,Miata MX-5,2011,Indigo,36586
578,2023-05-09,Deckow Group,Ford,Five Hundred,2005,Green,74955
579,2022-11-28,"Spencer, Pfeffer and Gulgowski",Saab,9000,1987,Purple,78971
580,2023-03-02,"Volkman, Murazik and Robel",Mercury,Grand Marquis,2003,Aquamarine,81415
581,2022-12-18,"Waelchi, D'Amore and Quitzon",Ford,Club Wagon,1998,Crimson,16217
582,2023-03-09,Schaden-Bernhard,Mitsubishi,Pajero,1991,Blue,38366
583,2023-05-03,Grimes-Bartoletti,Mazda,Miata MX-5,1994,Yellow,48998
584,2023-03-01,Krajcik-Macejkovic,Dodge,Ram Van 3500,1998,Pink,42026
585,2023-01-01,"Kshlerin, Wolff and Jaskolski",Mitsubishi,Chariot,1993,Fuscia,36892
586,2023-05-06,"Bechtelar, Lockman and Ebert",Audi,100,1992,Red,96115
587,2022-12-20,Larson Group,Dodge,Grand Caravan,2007,Indigo,89935
588,2022-12-26,"Lindgren, D'Amore and Terry",Pontiac,1000,1984,Teal,33503
589,2022-12-21,"Larkin, Hammes and Denesik",Chevrolet,Impala,1996,Khaki,25885
590,2023-04-14,Lakin-Dietrich,Hummer,H2,2003,Mauv,12020
591,2023-04-28,Green LLC,Chevrolet,Camaro,2001,Yellow,83730
592,2023-03-24,Schoen and Sons,Volvo,960,1996,Aquamarine,29053
593,2022-12-10,"Wehner, Greenholt and Kovacek",Ford,Windstar,2001,Turquoise,38725
594,2023-02-21,Johnson and Sons,Porsche,911,2009,Yellow,43210
595,2023-01-26,"Mosciski, Breitenberg and Bailey",Chevrolet,Impala,1994,Green,26545
596,2023-04-18,Walker LLC,Buick,Riviera,1988,Pink,77016
597,2023-03-20,Borer and Sons,Pontiac,Firefly,1990,Purple,39723
598,2023-04-16,Kiehn Inc,Ford,Taurus,1993,Orange,32818
599,2023-04-30,Rempel-Fisher,Land Rover,Defender 90,1994,Yellow,25166
600,2022-12-22,Towne and Sons,Mercury,Villager,1993,Khaki,69080
601,2023-05-08,Lebsack Group,Mercedes-Benz,CL-Class,1999,Maroon,77989
602,2022-12-04,"Schulist, Lang and Trantow",Jeep,Grand Cherokee,1998,Violet,67807
603,2023-01-15,Beier and Sons,Mercedes-Benz,SL-Class,1986,Puce,14224
604,2023-04-26,"Price, Spinka and Weimann",Dodge,Dakota,2002,Pink,12901
605,2023-04-09,Vandervort LLC,Chevrolet,Suburban 1500,1998,Turquoise,70138
606,2023-04-24,"Medhurst, Nicolas and Kemmer",Oldsmobile,98,1994,Teal,78569
607,2023-02-06,"Johnston, Turner and Mayer",Volvo,850,1995,Green,52516
608,2022-12-24,"Weber, Hodkiewicz and Anderson",Buick,Skyhawk,1985,Blue,82947
609,2023-03-22,"Abbott, Bartell and Hane",Spyker,C8,2007,Goldenrod,16135
610,2022-12-18,Schneider and Sons,Hyundai,Scoupe,1993,Puce,17566
611,2022-11-21,"Haley, Schmitt and Conroy",Volkswagen,rio,1995,Turquoise,42921
612,2022-12-11,Morissette Group,Ford,F350,2012,Violet,63261
613,2023-01-31,Heller-Becker,Dodge,Ram 3500,2007,Mauv,23409
614,2023-04-12,"Hane, Marvin and Medhurst",Chrysler,Imperial,1992,Crimson,63517
615,2023-01-04,Bailey-Rutherford,Dodge,Avenger,1999,Violet,25171
616,2022-12-14,Kuhic Inc,Mercedes-Benz,CL-Class,2008,Teal,88502
617,2022-12-02,Windler LLC,Mercedes-Benz,300SE,1993,Pink,22298
618,2023-04-19,"Hammes, Kertzmann and Osinski",Citroën,2CV,1948,Crimson,93415
619,2023-01-16,Cronin Inc,Cadillac,DeVille,1992,Teal,13956
620,2023-03-18,Pfeffer-Gutmann,Toyota,RAV4,2004,Blue,96416
621,2023-01-31,Littel Group,Ford,Escort,1987,Teal,67969
622,2023-01-27,Torp-McGlynn,Ford,Econoline E350,1992,Crimson,79551
623,2022-12-10,Donnelly-Ruecker,Ford,E-350 Super Duty Van,2006,Purple,55302
624,2022-12-31,Raynor LLC,Alfa Romeo,Spider,1994,Turquoise,95032
625,2023-01-05,Haag-Koepp,Pontiac,G6,2010,Blue,43256
626,2023-02-17,"Borer, Koch and Rowe",Isuzu,i-290,2008,Aquamarine,52763
627,2023-03-22,Hettinger-Cremin,Ford,Expedition,2010,Indigo,53171
628,2023-02-05,"Kemmer, Sporer and Durgan",Suzuki,Kizashi,2010,Purple,83064
629,2023-04-28,Bartell Group,Hyundai,Elantra,2008,Mauv,86104
630,2023-02-17,"Johnson, Lind and Cummings",Buick,Century,1997,Crimson,53661
631,2023-04-05,"Veum, Blanda and Oberbrunner",Volkswagen,rio,1996,Blue,37230
632,2023-02-23,"Schmidt, Marks and Rowe",Kia,Optima,2006,Red,82014
633,2023-04-21,"Green, Luettgen and Bernhard",Mazda,MX-6,1997,Goldenrod,84890
634,2023-04-21,Goyette LLC,Dodge,Intrepid,2004,Yellow,26391
635,2022-11-16,Mraz Inc,Hyundai,Elantra,2011,Blue,51830
636,2023-01-12,Schmitt LLC,Pontiac,G5,2008,Maroon,16253
637,2023-02-18,Kirlin Group,Dodge,Ram Van B150,1993,Maroon,78956
638,2023-01-10,Jast-Bergstrom,GMC,Suburban 2500,1996,Crimson,98562
639,2022-12-02,Pouros-Block,Geo,Prizm,1996,Violet,80267
640,2023-02-26,Cummerata Inc,GMC,3500,1992,Crimson,13184
641,2023-01-31,"Harvey, O'Hara and Feest",Jeep,Patriot,2012,Goldenrod,33897
642,2023-02-21,Corwin Group,Kia,Rio,2012,Crimson,31475
643,2023-03-07,"Frami, Willms and Huel",Buick,Riviera,1989,Goldenrod,68390
644,2023-04-30,Crona and Sons,Hyundai,Elantra,2003,Mauv,59582
645,2022-12-10,Waelchi-Schaden,Plymouth,Grand Voyager,1993,Orange,38130
646,2023-04-14,Maggio-Ryan,Saturn,S-Series,1997,Violet,96613
647,2023-04-14,Paucek Group,Dodge,Ram Van 2500,2002,Blue,96824
648,2023-04-15,"Yost, Zemlak and Spencer",Chevrolet,Suburban 1500,2005,Red,87755
649,2022-12-14,Kovacek-Mann,Buick,Regal,1993,Green,55127
650,2023-02-17,Funk-Reichel,Chevrolet,Caprice Classic,1995,Violet,43369
651,2022-12-04,Brown-Windler,Mazda,B-Series,1994,Red,88040
652,2023-03-10,"Brakus, Koelpin and Wisozk",Toyota,Sienna,2000,Violet,80704
653,2023-02-27,"Wehner, O'Reilly and O'Conner",Honda,S2000,2006,Maroon,90487
654,2023-01-28,Funk-Stamm,Audi,90,1988,Red,83142
655,2023-03-07,Ward-Schowalter,Audi,TT,2012,Goldenrod,17784
656,2022-12-12,"Torphy, Murray and Weber",Chevrolet,Corsica,1996,Yellow,79852
657,2022-11-22,Donnelly LLC,Volkswagen,Vanagon,1984,Orange,35607
658,2023-03-14,Gusikowski and Sons,Pontiac,Grand Prix,1985,Blue,51677
659,2023-01-02,"Yundt, Funk and Champlin",Dodge,Stratus,2000,Teal,46331
660,2023-01-04,Gislason-Thiel,Pontiac,Grand Prix,1966,Puce,69553
