id,date_purchased,company,car_make,car_model,car_year,car_color,purchase_price
331,2019-07-02,Simonis-Cummerata,Toyota,Corolla,2003,Mauv,95712
332,2021-09-12,Kub Inc,Buick,Regal,1988,Turquoise,42258
333,2019-02-19,Schultz LLC,Toyota,Supra,1994,Khaki,35749
334,2021-12-10,Veum and Sons,GMC,Savana 3500,1999,Red,37031
335,2021-07-28,Bernhard LLC,Mitsubishi,Expo,1992,Indigo,26900
336,2019-11-30,Bartoletti-Brekke,Hyundai,Sonata,1998,Crimson,57427
337,2019-10-02,Haag-Feeney,Oldsmobile,Regency,1997,Fuscia,33922
338,2022-05-07,Conroy-O'Conner,Suzuki,Grand Vitara,2007,Yellow,78983
339,2019-09-21,Koelpin-Hintz,Hyundai,Equus,2011,Teal,32734
340,2020-10-02,"Sanford, Hyatt and Morar",Honda,Passport,2002,Khaki,85033
341,2020-01-02,"Sporer, Hills and Greenholt",Chrysler,Town & Country,1992,Turquoise,31389
342,2021-07-20,"Mante, Gottlieb and Kuvalis",Cadillac,Catera,1997,Yellow,96933
343,2019-03-19,Johnston-Hand,Dodge,Ram 3500 Club,1996,Turquoise,58416
344,2021-10-18,Daugherty-Green,Ford,LTD Crown Victoria,1986,Aquamarine,43834
345,2023-03-26,"Pfeffer, Turcotte and Reichel",Toyota,4Runner,1999,Fuscia,82372
346,2018-08-24,Hermiston and Sons,Mazda,626,1997,Pink,71401
347,2020-02-27,Grady-Torp,Ford,Club Wagon,1995,Pink,17518
348,2022-01-02,Schulist Inc,Pontiac,Grand Am,1998,Pink,61623
349,2023-03-07,Daugherty and Sons,Volvo,C70,1998,Puce,49274
350,2018-06-11,Purdy-Runte,Dodge,Dakota Club,1999,Khaki,66987
351,2019-03-11,Hills-Murazik,GMC,Envoy XL,2005,Goldenrod,70164
352,2022-01-27,Ebert-VonRueden,Mitsubishi,Starion,1988,Crimson,61916
353,2018-01-15,"Rosenbaum, Upton and Schinner",Chevrolet,Corvette,1993,Purple,78084
354,2023-01-01,Cremin Group,Infiniti,J,1996,Goldenrod,42909
355,2022-02-03,"Deckow, Christiansen and Mueller",Mazda,626,1984,Teal,61097
356,2018-05-30,"Schuppe, Abbott and Hammes",Dodge,Ram Wagon B150,1993,Puce,71911
357,2021-03-18,Buckridge and Sons,Chevrolet,G-Series 2500,1998,Crimson,10262
358,2022-02-18,Bailey-Upton,Volkswagen,Eos,2008,Fuscia,63194
359,2020-02-15,"Swift, Bernier and Rolfson",Mazda,929,1994,Aquamarine,73037
360,2020-12-20,Willms Group,Hyundai,Tiburon,2007,Khaki,71490
361,2019-05-19,Shanahan-Mosciski,Mazda,B-Series Plus,1993,Purple,63495
362,2020-12-09,Flatley-Runolfsson,Mercedes-Benz,300E,1993,Blue,95223
363,2022-02-07,Graham LLC,Acura,NSX,1999,Puce,26756
364,2023-02-24,"Abernathy, Sanford and Wiza",Volkswagen,Passat,1990,Crimson,33243
365,2019-03-06,"Erdman, Wiegand and Spinka",Ford,Escape,2002,Green,57198
366,2020-04-10,Bernier-Kulas,Ford,Thunderbird,1997,Indigo,97323
367,2022-10-15,Schuppe-Langosh,Chrysler,300M,2001,Crimson,15516
368,2020-09-08,Fritsch-Padberg,Lincoln,Continental,1984,Pink,12739
369,2020-06-16,Langosh-Towne,Suzuki,XL-7,2008,Indigo,71105
370,2018-10-08,"Upton, Moore and Oberbrunner",Ford,Excursion,2005,Pink,76862
371,2018-03-21,Harber Group,Acura,RL,2000,Crimson,76963
372,2019-07-13,"Robel, Bergstrom and Nitzsche",Ford,F150,2002,Orange,86814
373,2022-07-26,"Crooks, Kovacek and Langworth",Chevrolet,Impala,1996,Blue,26535
374,2021-03-14,"Goldner, Robel and VonRueden",Volvo,S40,2009,Puce,63510
375,2018-11-15,"Mills, Towne and Stark",Chevrolet,Impala,2004,Puce,61626
376,2022-02-28,Morissette and Sons,Volkswagen,Eos,2008,Blue,49656
377,2021-11-14,Quitzon-Hickle,Mazda,B-Series,1993,Goldenrod,25415
378,2023-03-09,"Corkery, Christiansen and Marvin",Ford,Contour,1997,Green,59923
379,2022-01-26,Rodriguez Group,Kia,Mentor,1997,Indigo,92176
380,2018-11-22,"Mills, O'Conner and Jaskolski",Ford,Tempo,1985,Violet,74254
381,2022-11-28,"Rath, Treutel and Mohr",Mercedes-Benz,Sprinter 3500,2011,Aquamarine,94814
382,2019-06-25,"Stroman, Murray and Schowalter",GMC,2500,1996,Purple,39320
383,2022-12-02,Mraz-Simonis,Dodge,Ram Wagon B250,1993,Indigo,49149
384,2020-04-15,McCullough Group,Audi,90,1993,Green,11708
385,2020-01-06,Gulgowski-Kuhic,Bentley,Continental Super,2010,Orange,59287
386,2021-10-23,Borer-Kling,Toyota,Celica,2003,Teal,74646
387,2018-05-28,Gutkowski-Larson,Ford,Tempo,1989,Blue,57358
388,2019-06-28,Baumbach-Kautzer,Acura,NSX,2003,Mauv,19854
389,2020-11-22,Wintheiser-Kiehn,Acura,Vigor,1992,Indigo,44613
390,2021-11-05,Fadel-Rice,BMW,M3,1996,Indigo,14177
391,2023-01-16,"Prohaska, Smith and Cartwright",Subaru,Impreza WRX,2011,Red,29128
392,2023-04-27,"Lebsack, Waelchi and Mills",GMC,Safari,2003,Puce,73598
393,2021-04-20,"Hand, Hilpert and Lueilwitz",Hyundai,Veracruz,2011,Red,45571
394,2020-10-22,Reynolds Inc,Mercury,Topaz,1988,Teal,96411
395,2020-10-30,Flatley-Bayer,Audi,A6,1998,Red,99533
396,2019-05-23,Howe LLC,Mitsubishi,Pajero,1989,Violet,59194
397,2019-05-08,Von-O'Conner,Ford,Fusion,2012,Indigo,36924
398,2020-09-23,"Stanton, Kemmer and Boyer",Pontiac,Trans Sport,1994,Indigo,29072
399,2020-07-30,Gorczany Group,Pontiac,Montana,2005,Purple,87682
400,2020-02-04,Rogahn-Rohan,Jaguar,XJ,2009,Orange,54712
401,2022-10-31,"Wunsch, Farrell and Leuschke",Land Rover,Discovery,2006,Puce,40093
402,2018-02-03,"Reynolds, Quigley and Bayer",Lamborghini,Gallardo,2005,Goldenrod,61532
403,2019-03-06,"Kessler, Botsford and Dibbert",BMW,6 Series,2010,Yellow,49002
404,2022-02-21,"Kling, Konopelski and Medhurst",Porsche,Boxster,2009,Pink,97342
405,2020-08-12,"Anderson, Heidenreich and DuBuque",Lexus,ES,1992,Puce,79366
406,2021-10-01,Moore-Hettinger,Dodge,Colt,1993,Yellow,33291
407,2020-06-03,"Waelchi, Kling and Cormier",Subaru,Outback,2004,Puce,28559
408,2020-12-07,Senger and Sons,Chevrolet,Express 1500,2002,Red,96095
409,2019-07-11,Christiansen-Kemmer,Kia,Carens,2009,Khaki,27424
410,2018-05-23,Conroy LLC,Land Rover,LR3,2006,Puce,98714
411,2018-05-04,"McKenzie, Berge and Hodkiewicz",Dodge,Spirit,1995,Violet,53400
412,2022-06-28,"Cormier, Heathcote and Krajcik",Pontiac,6000,1991,Fuscia,44508
413,2019-04-03,Grimes-Feeney,Ford,Ranger,2001,Mauv,27868
414,2020-01-10,Kilback-Spencer,Ford,Expedition,2003,Blue,69873
415,2020-07-20,Bernhard and Sons,BMW,6 Series,2007,Orange,84816
416,2022-09-14,Kuphal and Sons,Volkswagen,GTI,1996,Khaki,84379
417,2022-11-04,"Bogisich, Huels and Turcotte",Ford,Focus,2000,Aquamarine,19665
418,2018-04-04,Bosco and Sons,Mitsubishi,Montero,1997,Turquoise,32274
419,2020-07-03,"Koelpin, Denesik and Bashirian",Cadillac,Escalade EXT,2011,Goldenrod,85032
420,2023-02-16,Runolfsson LLC,Lincoln,Continental Mark VII,1992,Pink,24153
421,2019-07-03,"Brekke, Johnson and Jenkins",Mitsubishi,Truck,1996,Green,82032
422,2022-10-15,Cruickshank Group,Pontiac,LeMans,1988,Mauv,23167
423,2019-01-30,Mann-Spencer,Toyota,Supra,1997,Puce,63057
424,2018-08-10,Heller and Sons,Dodge,Ram 1500 Club,1995,Aquamarine,87719
425,2022-12-20,"Denesik, Legros and Abbott",Mazda,MX-3,1992,Yellow,73597
426,2019-07-20,"Quitzon, Cummerata and Strosin",Toyota,MR2,1995,Yellow,33045
427,2018-03-09,Boehm Group,Dodge,Dakota,2011,Mauv,53236
428,2022-02-26,Kunze and Sons,Ford,Escort,1991,Blue,50122
429,2018-05-12,"Roob, Ritchie and Lowe",Kia,Borrego,2009,Crimson,99978
430,2019-03-19,Schinner-Schoen,Lexus,LX,2005,Puce,80728
431,2022-05-28,"Heaney, Pagac and Reynolds",Land Rover,Range Rover,2005,Mauv,54426
432,2020-12-01,Ebert-Windler,BMW,X6,2008,Orange,98119
433,2022-05-24,Murphy Group,Lotus,Elise,2007,Blue,51142
434,2019-05-01,"Sauer, Oberbrunner and Pfannerstill",Dodge,Ram 1500 Club,1998,Teal,78226
435,2020-08-14,"O'Conner, Watsica and Johns",Dodge,Dakota,1995,Crimson,29195
436,2019-06-02,"Runolfsson, Bednar and Labadie",Mercury,Villager,1993,Crimson,95806
437,2019-07-17,Graham Group,Lexus,LS,1993,Purple,58846
438,2020-05-04,Konopelski-Auer,Saturn,VUE,2004,Teal,85287
439,2019-06-13,"Treutel, Abernathy and Steuber",Toyota,4Runner,2006,Maroon,99698
440,2020-09-02,Fahey Group,Jaguar,XJ Series,1996,Puce,29851
441,2019-02-06,Labadie and Sons,Mitsubishi,Outlander,2012,Turquoise,97621
442,2020-06-22,"Mitchell, Hettinger and Schoen",Volkswagen,GLI,2008,Crimson,14052
443,2020-10-09,Spencer Inc,Jaguar,XK Series,2013,Pink,66647
444,2020-11-30,"Friesen, Weimann and Prohaska",Volkswagen,Tiguan,2010,Yellow,44942
445,2019-05-07,Parisian-Jast,Acura,MDX,2003,Orange,30194
446,2019-05-27,"Mitchell, Bahringer and Gottlieb",Lincoln,MKZ,2012,Aquamarine,59250
447,2019-10-21,Kutch and Sons,Ford,Thunderbird,1988,Khaki,81438
448,2020-07-13,"Bernhard, Cartwright and Shields",Audi,RS4,2008,Red,10955
449,2020-09-16,Koepp Inc,Acura,Legend,1987,Fuscia,59477
450,2020-07-19,Dare-Quigley,Bugatti,Veyron,2009,Blue,90174
451,2019-03-13,Ruecker Group,Pontiac,Grand Prix,2005,Crimson,42123
452,2023-01-20,Gutkowski and Sons,Hyundai,Elantra,1996,Blue,41081
453,2021-10-08,"Grady, Williamson and Gutkowski",Maserati,Spyder,1989,Mauv,89761
454,2021-06-16,Pacocha LLC,Chevrolet,Sportvan G20,1994,Red,48761
455,2022-02-11,Heaney Group,Dodge,Charger,2010,Purple,77276
456,2021-03-15,Braun-Boyle,Audi,S8,2002,Blue,31504
457,2019-01-13,"Flatley, Hermann and Powlowski",Mazda,Millenia,1995,Pink,93403
458,2021-11-03,"Padberg, Waters and Walker",Ford,Escape,2008,Indigo,48925
459,2020-10-08,Hackett and Sons,Mercedes-Benz,CL-Class,2007,Goldenrod,98866
460,2020-04-10,"Runolfsson, Larkin and Deckow",Audi,A8,2008,Fuscia,32255
461,2020-06-20,"MacGyver, Wuckert and Schumm",Mitsubishi,GTO,1990,Goldenrod,28164
462,2019-02-10,"Smith, Medhurst and Hirthe",Mitsubishi,Chariot,1994,Red,92410
463,2022-09-19,Flatley-Wunsch,Infiniti,G35,2003,Aquamarine,46768
464,2018-12-26,Batz-Schaefer,Mitsubishi,Eclipse,1998,Indigo,96047
465,2021-11-22,Halvorson Group,Buick,Riviera,1998,Mauv,22071
466,2021-04-11,Hyatt-Zulauf,Honda,Accord,1998,Purple,93604
467,2021-06-03,"Mitchell, Ratke and Crist",Chevrolet,Camaro,1980,Pink,13315
468,2022-10-28,Gusikowski LLC,Ford,Escort,1995,Red,45560
469,2022-09-27,"Shanahan, Effertz and Koch",GMC,Vandura G3500,1996,Crimson,31411
470,2021-02-19,Wuckert Group,Honda,Fit,2012,Pink,12045
471,2019-03-11,"Krajcik, Treutel and Prosacco",Porsche,Boxster,2009,Yellow,60729
472,2020-10-27,Roob-Kiehn,Mitsubishi,Chariot,1993,Purple,84942
473,2023-03-27,"Cremin, Hamill and Kuphal",Porsche,Boxster,2003,Violet,32546
474,2022-07-23,Towne-Balistreri,Chevrolet,Express 1500,2003,Violet,29509
475,2020-01-19,Kunde LLC,Acura,ZDX,2012,Goldenrod,49605
476,2021-01-25,Paucek Inc,Bentley,Continental,2005,Indigo,59989
477,2018-09-07,"Koepp, Schinner and Lemke",Saab,9-5,2006,Fuscia,47770
478,2022-12-11,Hirthe and Sons,Kia,Sportage,1997,Orange,78668
479,2021-05-24,Koepp-Ortiz,Nissan,NV2500,2012,Green,90142
480,2020-04-04,"Bauch, Wiza and Torphy",Honda,Civic,2004,Indigo,57049
481,2021-09-25,Hoppe-Gibson,Mitsubishi,Raider,2006,Puce,31812
482,2022-08-06,"Senger, Reynolds and Cole",GMC,Vandura 1500,1994,Fuscia,73763
483,2021-11-14,"Metz, Bruen and Huel",Mercedes-Benz,SLR McLaren,2005,Fuscia,48909
484,2022-04-04,"Hermiston, Rath and Konopelski",Dodge,Ram Van 1500,2002,Yellow,14921
485,2021-10-01,Powlowski-Greenfelder,Chevrolet,Silverado 1500,2000,Turquoise,46229
486,2019-03-08,Jaskolski-Turner,Mitsubishi,Eclipse,1990,Violet,37172
487,2020-02-21,Glover-Rippin,Toyota,Corolla,1993,Pink,63363
488,2020-11-12,Jerde-Rowe,Pontiac,Grand Prix,2001,Fuscia,76084
489,2022-02-25,Kemmer-Bode,Bentley,Brooklands,2009,Yellow,81884
490,2020-08-14,Torp and Sons,Buick,Century,1989,Purple,72790
491,2020-07-19,"Stark, Buckridge and Effertz",Hyundai,Tucson,2012,Orange,55778
492,2018-12-09,Hagenes-Witting,Ford,Thunderbird,1958,Yellow,67119
493,2018-09-14,Treutel LLC,Buick,LeSabre,1997,Red,21158
494,2022-03-27,Douglas Group,Audi,A8,2000,Violet,69310
495,2021-08-01,"Rempel, Zemlak and Schinner",Land Rover,Range Rover,2012,Maroon,42022
496,2022-08-12,"Powlowski, Maggio and Stamm",Isuzu,Ascender,2007,Khaki,69365
497,2019-05-05,Hirthe-Stanton,Mercedes-Benz,M-Class,2003,Violet,22201
498,2020-03-02,Kertzmann Inc,Mercedes-Benz,C-Class,2001,Purple,78033
499,2018-12-01,Kiehn Inc,Chevrolet,Camaro,1996,Maroon,15440
500,2018-02-10,Gusikowski Group,Audi,A4,2004,Maroon,98519
501,2022-03-21,Pouros-Carroll,Toyota,Land Cruiser,2002,Fuscia,90256
502,2018-07-17,Sanford LLC,Mazda,Protege,1999,Yellow,65704
503,2021-05-05,"Nikolaus, Wilderman and Bruen",Chevrolet,Corvette,1987,Maroon,79904
504,2021-07-05,Abbott LLC,Volkswagen,Golf,1985,Fuscia,13924
505,2022-03-30,Johnston Group,Lincoln,Navigator,2011,Turquoise,18430
506,2019-10-13,Greenholt-Swift,Nissan,Pathfinder,1993,Red,43970
507,2021-03-16,"Baumbach, Sauer and Hodkiewicz",Mercedes-Benz,S-Class,2012,Pink,43584
508,2022-06-11,"Feest, Corwin and Leuschke",Volvo,V70,1999,Blue,75016
509,2023-01-06,Glover and Sons,Ford,Crown Victoria,1998,Pink,58170
510,2019-01-02,Kautzer and Sons,Ford,Mustang,2002,Maroon,42961
511,2019-06-10,"Torphy, Kilback and Marvin",Mitsubishi,Outlander Sport,2011,Orange,69934
512,2018-03-10,Stiedemann-Rosenbaum,Mercury,Mariner,2006,Violet,70932
513,2022-02-28,Hilpert LLC,Land Rover,Range Rover Evoque,2012,Yellow,81151
514,2020-07-07,Boyer Inc,Nissan,Murano,2003,Puce,37672
515,2020-04-09,"Pagac, Wolf and Smitham",Ford,Escape,2010,Turquoise,24091
516,2022-03-18,Bartell-Wolff,Chevrolet,Suburban 2500,2007,Puce,40516
517,2020-11-22,Reichert-Fadel,Mitsubishi,Pajero,2002,Blue,83790
518,2023-04-28,"Bashirian, Bruen and Runte",Mazda,MPV,2005,Turquoise,82556
519,2020-05-14,McGlynn LLC,Chevrolet,Corvette,1954,Goldenrod,59987
520,2019-07-08,Schumm Inc,Ford,Explorer Sport Trac,2002,Mauv,62852
521,2019-12-06,Lind Group,Toyota,Tacoma Xtra,2004,Maroon,64540
522,2018-09-25,"Swaniawski, Roberts and Johnston",Hummer,H1,1994,Mauv,72248
523,2018-01-18,"Yundt, Gleichner and Lemke",Mazda,B-Series Plus,2004,Crimson,97843
524,2018-05-22,O'Hara-Bergnaum,Ford,Econoline E350,1999,Pink,75373
525,2020-10-15,Hettinger Group,Aston Martin,DB9,2005,Orange,27760
526,2021-05-23,Hartmann Group,Honda,S2000,2004,Goldenrod,59979
527,2023-01-26,"Abshire, Mosciski and Schultz",Land Rover,Range Rover,1990,Green,97901
528,2020-06-18,"Balistreri, Lowe and Denesik",Isuzu,Trooper,1993,Violet,17659
529,2020-07-03,"Sauer, Heathcote and Robel",Lincoln,Continental,1984,Orange,44774
530,2022-01-05,Gerhold-Monahan,Mercury,Mariner,2008,Indigo,28505
531,2022-04-20,Jacobson-Feil,Mercury,Cougar,2001,Yellow,35116
532,2021-06-08,"Jacobson, Larkin and Hagenes",Mercury,Grand Marquis,2000,Crimson,38236
533,2021-02-15,Carter Group,Mazda,CX-7,2008,Khaki,84653
534,2019-07-14,Heathcote-O'Conner,Ford,Explorer Sport,2000,Goldenrod,26284
535,2020-09-01,"Williamson, Welch and Hilpert",Ford,Econoline E350,1997,Red,93118
536,2021-10-24,Russel-Spencer,Volvo,S40,2002,Pink,51029
537,2022-11-23,Block Group,Toyota,4Runner,2004,Crimson,54452
538,2022-03-16,"Hudson, Reinger and Hackett",BMW,7 Series,2012,Crimson,47486
539,2020-09-28,Wiza-Smitham,Dodge,Stratus,2003,Orange,76270
540,2018-04-09,"Kessler, Gutkowski and Walker",Cadillac,DTS,2010,Red,11666
541,2021-10-06,Schaefer-Bogan,Suzuki,SJ 410,1984,Red,16121
542,2020-02-07,Erdman-Smith,Mercedes-Benz,W123,1977,Violet,46988
543,2020-03-10,"Schmeler, Bailey and Abshire",GMC,Yukon,2008,Goldenrod,40229
544,2021-09-02,"Jones, Effertz and Gibson",Toyota,Sienna,1999,Blue,27709
545,2020-05-05,"Will, Wunsch and Veum",Ford,Windstar,1995,Turquoise,74618
546,2020-11-05,Mraz-Leuschke,Chevrolet,Monte Carlo,2006,Aquamarine,61856
547,2018-12-31,"DuBuque, Champlin and Turcotte",Nissan,Quest,1993,Violet,25983
548,2018-10-14,Conroy Group,BMW,X5,2003,Khaki,88258
549,2020-03-05,Walker-Dicki,Dodge,Neon,2005,Fuscia,17290
550,2019-01-16,"Simonis, VonRueden and Little",Toyota,Tercel,1995,Mauv,61277
551,2021-09-09,Larkin Group,Toyota,Previa,1995,Blue,36934
552,2023-02-20,Haag Inc,Land Rover,LR3,2007,Yellow,58901
553,2022-08-15,"Fay, Gorczany and Beahan",Jeep,Compass,2008,Green,43861
554,2020-10-22,Casper-Hettinger,GMC,2500,1994,Violet,37991
555,2018-05-22,Grimes-Larkin,Volvo,S40,2001,Khaki,77979
556,2020-04-26,Wintheiser Inc,Ford,Mustang,1989,Violet,92941
557,2022-10-20,Douglas Inc,Ford,Thunderbird,1958,Aquamarine,19045
558,2021-02-12,"Lebsack, Barton and Hegmann",Ford,Thunderbird,2003,Violet,54464
559,2020-01-07,Wolf-Strosin,Ford,Five Hundred,2006,Fuscia,56126
560,2022-11-20,Swift LLC,Pontiac,Solstice,2007,Green,83397
561,2022-02-26,Parisian-McDermott,Lotus,Exige,2007,Indigo,66959
562,2019-03-01,"Oberbrunner, Considine and Wintheiser",Mercury,Cougar,1991,Mauv,11967
563,2022-09-26,"Beer, Wisoky and Kerluke",Chevrolet,Corvair,1960,Red,70177
564,2022-05-10,Kerluke Group,Mazda,MX-5,1997,Indigo,84721
565,2020-03-11,"Pfeffer, Leffler and Doyle",Chevrolet,Sportvan G10,1993,Turquoise,24802
566,2022-12-21,"Walsh, Bahringer and McClure",Mazda,MX-3,1992,Crimson,57358
567,2019-05-23,Buckridge-Torp,Cadillac,XLR-V,2009,Fuscia,49713
568,2020-11-28,Reilly-Wehner,Hyundai,Sonata,2009,Teal,41197
569,2018-08-03,Lehner-Borer,Chevrolet,Malibu,2008,Mauv,79117
570,2019-05-12,Wiegand-Wilderman,Mercedes-Benz,SLK55 AMG,2009,Green,12527
571,2019-11-15,Cummerata-Mueller,Ford,Thunderbird,1989,Crimson,28489
572,2018-02-15,"Dickens, Collier and Cole",Subaru,Outback,2009,Orange,99360
573,2022-11-20,Weber-Harris,Volvo,V70,2008,Crimson,38845
574,2018-05-23,Lesch-Zemlak,Toyota,Tercel,1993,Purple,47085
575,2019-06-30,Lockman and Sons,Chrysler,300M,2001,Purple,68460
576,2019-01-27,Bernhard-Corkery,BMW,7 Series,2006,Red,13021
577,2022-03-06,Wintheiser-Nolan,Mercury,Sable,2009,Pink,93278
578,2021-12-03,Rohan-Hammes,Hyundai,Santa Fe,2001,Goldenrod,19572
579,2022-12-28,"Jenkins, Thompson and Casper",Cadillac,DTS,2008,Purple,98448
580,2020-12-16,Rosenbaum-Jenkins,Chevrolet,Tracker,1998,Pink,27655
581,2019-11-27,Roob Group,Toyota,Tacoma,1998,Red,60116
582,2019-11-01,Conn Inc,Dodge,Neon,2000,Khaki,86716
583,2023-03-27,"Hudson, Kutch and Feil",Mercedes-Benz,600SEL,1992,Aquamarine,57759
584,2019-05-18,Emard-Towne,Alfa Romeo,Spider,1992,Green,13026
585,2018-01-28,Maggio-Jacobson,Ford,Freestar,2004,Yellow,67891
586,2019-12-16,"Huels, Collier and Herzog",Subaru,Legacy,2006,Indigo,34595
587,2021-09-30,Fahey LLC,Cadillac,DTS,2007,Maroon,50559
588,2019-09-15,Von-Reichel,Chevrolet,Malibu,2002,Yellow,53123
589,2019-04-20,"Kreiger, O'Kon and Dibbert",Isuzu,Rodeo Sport,2001,Fuscia,71752
590,2021-03-07,Nitzsche-Aufderhar,Mazda,MPV,1993,Goldenrod,17786
591,2021-01-30,Parker-Borer,Dodge,Ram Van 2500,2001,Aquamarine,93414
592,2019-05-20,Stiedemann LLC,Buick,Roadmaster,1992,Khaki,92606
593,2019-08-08,"Feest, Leuschke and Huel",Suzuki,Daewoo Lacetti,2008,Puce,51834
594,2019-10-25,Heidenreich-Bernier,GMC,Savana 1500,2005,Khaki,45761
595,2019-01-17,"Jacobi, Bins and Farrell",Ford,Expedition,2010,Goldenrod,16274
596,2022-05-13,"Ruecker, Rodriguez and Oberbrunner",Plymouth,Laser,1992,Puce,14218
597,2022-09-19,"Turner, Lind and Casper",Ford,Econoline E350,1992,Khaki,75372
598,2019-06-06,"Williamson, Waters and Connelly",Ford,F150,2001,Goldenrod,11539
599,2020-10-27,Senger-Jacobs,Ford,Probe,1997,Pink,83434
600,2020-09-11,"Lebsack, Buckridge and Hodkiewicz",Hummer,H1,2004,Mauv,85872
601,2019-03-16,Howell and Sons,Dodge,Caliber,2007,Mauv,73956
602,2023-04-01,Streich Group,Rolls-Royce,Phantom,2011,Turquoise,79628
603,2023-02-14,"Wisoky, Maggio and Huels",Kia,Rio5,2008,Puce,54201
604,2019-05-17,"Treutel, Bernhard and Welch",Mercedes-Benz,SL-Class,1987,Orange,55974
605,2018-09-22,Rolfson and Sons,BMW,325,2004,Indigo,16484
606,2018-02-20,McClure-Gottlieb,Audi,Allroad,2004,Maroon,81710
607,2018-12-05,Batz-Hintz,Acura,TSX,2012,Goldenrod,84249
608,2022-05-07,Kirlin LLC,Volkswagen,GTI,1985,Pink,44365
609,2019-12-31,Pacocha Inc,Pontiac,Monterey,2005,Mauv,83188
610,2023-04-19,Stark LLC,Buick,Riviera,1989,Fuscia,95269
611,2018-02-21,Leuschke-Paucek,Lincoln,Continental,1987,Orange,34322
612,2021-06-19,Cartwright Inc,Ferrari,612 Scaglietti,2006,Red,13601
613,2023-03-12,Leuschke-Witting,Chrysler,Sebring,2008,Teal,64172
614,2022-06-15,Bailey-Corwin,Pontiac,Grand Prix,1981,Purple,56674
615,2021-03-08,"McCullough, Wolff and Schuster",Volvo,S40,2009,Maroon,22961
616,2019-06-13,Boyle LLC,Volkswagen,Touareg,2011,Blue,91107
617,2021-05-13,Rath-Barrows,Subaru,Outback,2001,Blue,12014
618,2022-06-04,Mayert-Homenick,Mercedes-Benz,S-Class,2010,Red,41983
619,2020-06-27,Collier-Gusikowski,Saab,9-3,2003,Aquamarine,37029
620,2020-03-13,Will and Sons,Ford,Explorer Sport Trac,2008,Mauv,31151
621,2022-06-17,Schuster-Rath,Volkswagen,Jetta,1994,Aquamarine,51170
622,2022-08-20,"Larson, Feest and Lakin",Chrysler,Imperial,1992,Mauv,73851
623,2021-11-19,Nienow-King,Mercedes-Benz,SL-Class,2008,Pink,51289
624,2022-03-02,"Bradtke, Brown and O'Hara",Chevrolet,Corvette,2002,Fuscia,97598
625,2020-10-24,"Stehr, Towne and Conroy",Acura,RL,2007,Violet,90148
626,2019-02-21,Simonis Group,Buick,Regal,2000,Teal,12470
627,2023-05-12,Hegmann-Jacobi,Ram,3500,2011,Violet,20375
628,2021-01-30,Bayer-Breitenberg,Audi,100,1994,Puce,37952
629,2021-03-05,Kihn Group,Lamborghini,Diablo,1990,Violet,13526
630,2022-11-24,Altenwerth-Wisoky,Subaru,Outback,2009,Purple,72576
631,2018-05-10,Grant Inc,BMW,M5,2003,Green,43340
632,2021-11-09,Fay-Runolfsson,Aston Martin,DB9,2006,Fuscia,11135
633,2021-08-20,Bradtke LLC,Isuzu,Trooper,1999,Crimson,69598
634,2022-05-04,Reichert-Hilll,Hyundai,Sonata,1993,Teal,52884
635,2020-04-16,O'Conner-Bailey,Chevrolet,Silverado 2500,2009,Puce,38730
636,2021-02-18,"Baumbach, Stark and Hauck",Mercedes-Benz,CLK-Class,2003,Khaki,29044
637,2021-11-21,Vandervort and Sons,Pontiac,Bonneville,1998,Mauv,42430
638,2020-08-07,"Littel, Hodkiewicz and Welch",Chevrolet,Uplander,2008,Blue,65700
639,2023-02-25,Hagenes Group,Toyota,Tacoma Xtra,2000,Khaki,94101
640,2021-03-31,Mertz Group,Aston Martin,DB9,2011,Puce,93632
641,2022-04-07,Rohan-Pagac,Mercedes-Benz,C-Class,1997,Turquoise,99121
642,2022-07-10,Reichel-Kulas,GMC,Sierra 2500,2001,Puce,25543
643,2022-01-31,"Cole, Mayert and Strosin",Toyota,Corolla,2011,Maroon,28161
644,2021-09-05,"Sawayn, Keebler and Buckridge",Mercury,Villager,1993,Purple,98970
645,2022-03-31,"Bruen, Larson and Gleason",Aston Martin,Virage,2012,Violet,29900
646,2023-03-09,Dicki LLC,Chevrolet,Silverado 1500,2012,Maroon,32957
647,2020-06-23,McCullough-Willms,BMW,X6,2010,Puce,39944
648,2020-02-04,Schuppe-Torp,Chrysler,Pacifica,2006,Blue,71357
649,2022-02-27,Schmidt LLC,Honda,CR-V,2001,Orange,26584
650,2022-12-03,Grimes LLC,Mitsubishi,GTO,1992,Aquamarine,94277
651,2020-08-14,"Carroll, Pfeffer and Romaguera",GMC,Envoy XL,2003,Purple,44441
652,2019-06-21,Buckridge LLC,Lexus,LS,2009,Blue,73233
653,2022-01-12,Keebler-Beier,Audi,A6,2011,Red,37449
654,2021-02-07,Heaney-Hermann,Ford,Thunderbird,1988,Blue,41856
655,2021-04-24,Veum-Brakus,Chevrolet,Monte Carlo,1998,Purple,12658
656,2018-08-25,"Bernhard, MacGyver and Lueilwitz",GMC,1500 Club Coupe,1995,Indigo,69516
657,2022-09-17,Fisher-Wunsch,Subaru,Leone,1985,Orange,80420
658,2021-12-29,"Corkery, Harvey and Nitzsche",Chevrolet,Corvette,2011,Yellow,64094
659,2022-08-22,Runte LLC,Mazda,Miata MX-5,2004,Mauv,62149
