id,date_purchased,company,car_make,car_model,car_year,car_color,purchase_price
333,2019-11-08,"Hyatt, Purdy and Muller",Ford,ZX2,2003,Purple,11301
334,2020-10-23,Beatty Inc,Toyota,Echo,2002,Yellow,36739
335,2020-03-23,"Reichel, Howell and Hilll",Nissan,370Z,2009,Maroon,54157
336,2019-11-25,Jakubowski-Fay,Oldsmobile,Ciera,1993,Violet,30939
337,2021-12-01,Jenkins LLC,Plymouth,Grand Voyager,1999,Aquamarine,97965
338,2022-03-10,"Roberts, Marks and Sawayn",Ford,E-Series,1991,Puce,50771
339,2021-03-25,Goldner-Dooley,Chevrolet,S10 Blazer,1993,Orange,63506
340,2020-04-24,Stark LLC,Maserati,GranTurismo,2009,Goldenrod,91196
341,2018-05-11,Ziemann and Sons,Pontiac,Grand Am,2004,Green,83660
342,2019-06-19,Cartwright-Gulgowski,Nissan,300ZX,1995,Indigo,91259
343,2018-07-18,Johnson-Sauer,Mitsubishi,Galant,1985,Orange,90942
344,2019-01-06,"Reynolds, Rath and Legros",Chevrolet,Sportvan G30,1992,Mauv,78624
345,2022-06-01,"Stehr, Rolfson and Vandervort",Bentley,Mulsanne,2011,Aquamarine,82949
346,2019-10-27,Torphy-Deckow,Ford,Aerostar,1988,Orange,22417
347,2018-05-29,Gorczany-Rath,Infiniti,G,2012,Pink,89435
348,2022-05-20,Smitham Inc,Kia,Rio,2007,Puce,34725
349,2019-01-22,Reichel Inc,Porsche,911,1997,Fuscia,90374
350,2020-07-24,Moen Inc,Mitsubishi,Space,1984,Khaki,36229
351,2020-01-25,"Brekke, Fay and Aufderhar",Audi,A8,2002,Blue,22778
352,2020-11-22,McDermott-Champlin,Jeep,Wrangler,1998,Red,18005
353,2020-06-06,"Cremin, Satterfield and Harber",Maybach,62,2010,Mauv,81006
354,2021-09-10,Mills-Ondricka,Chevrolet,Corvette,1973,Pink,28319
355,2020-02-04,Jakubowski-Swift,Buick,Riviera,1991,Violet,40298
356,2018-01-19,"O'Connell, Hills and Jakubowski",Dodge,Ram 1500,1999,Teal,23768
357,2021-12-10,Wolf Group,Toyota,Tercel,1994,Aquamarine,47322
358,2019-08-08,Thiel-Jaskolski,Nissan,Pathfinder,2010,Fuscia,13702
359,2022-05-19,West-Shields,Lamborghini,Murciélago,2003,Pink,95556
360,2020-09-03,Hoppe LLC,Land Rover,Freelander,2005,Puce,93397
361,2020-11-28,Quitzon-Ledner,Chevrolet,Blazer,2004,Puce,86457
362,2022-08-04,King Group,Subaru,Outback,2001,Pink,18660
363,2022-05-21,Spencer Inc,Dodge,Ram 2500,1995,Turquoise,82883
364,2023-01-03,Deckow-Adams,Honda,Prelude,1984,Goldenrod,86726
365,2020-06-28,Hilpert-Johnson,GMC,Envoy XUV,2004,Blue,58163
366,2021-04-02,"Hettinger, Schmeler and Pfeffer",Alfa Romeo,164,1992,Aquamarine,61168
367,2021-08-17,"Beier, O'Reilly and Hahn",Dodge,Durango,2009,Orange,89359
368,2023-01-16,Hermann-Carter,Volkswagen,Jetta,1989,Aquamarine,58614
369,2018-05-13,Windler-Zemlak,Chrysler,LHS,2000,Indigo,72908
370,2020-04-17,"Langosh, Dare and Rempel",GMC,Suburban 2500,1992,Red,51579
371,2020-06-27,"Fisher, Windler and Mante",Oldsmobile,Aurora,1999,Orange,13563
372,2018-07-09,Lakin-Bernier,Volkswagen,Passat,1994,Maroon,72162
373,2018-10-13,Tillman-Schaefer,Subaru,Tribeca,2010,Red,90883
374,2022-08-12,Cassin and Sons,Ford,Taurus,1996,Red,23229
375,2019-05-11,Kunze-Kerluke,Buick,Rendezvous,2004,Blue,63434
376,2020-04-18,"Blanda, Moen and Mayer",Isuzu,Rodeo,2002,Goldenrod,23159
377,2021-10-24,Leannon-O'Keefe,Pontiac,Bonneville,1995,Blue,20223
378,2021-07-03,"Hegmann, Cartwright and Spencer",Dodge,Ram 50,1992,Pink,94641
379,2021-01-24,"Aufderhar, Rau and Rath",Saab,9-5,2008,Purple,43663
380,2018-12-25,Nolan and Sons,GMC,Savana Cargo Van,2006,Crimson,67010
381,2020-05-26,Pouros LLC,Chevrolet,1500,1993,Green,41704
382,2022-05-26,Gulgowski-VonRueden,Dodge,Viper,2010,Indigo,23085
383,2020-04-21,"Gibson, Hagenes and Stroman",Buick,Regal,1994,Red,11461
384,2023-02-11,King Inc,Porsche,Cayman,2011,Khaki,64262
385,2020-01-10,Johnson-Ferry,BMW,X5,2008,Green,70723
386,2018-06-12,Hayes LLC,Subaru,Outback,2009,Maroon,75432
387,2021-07-24,Nolan and Sons,Chevrolet,Caprice Classic,1994,Pink,57808
388,2021-02-09,"Flatley, Kohler and Brakus",Ford,F150,1999,Puce,20943
389,2018-07-08,Krajcik-Rau,Mercedes-Benz,S-Class,1988,Aquamarine,72652
390,2023-04-19,Herman and Sons,Dodge,Monaco,1992,Maroon,34041
391,2021-08-26,"Hegmann, Koepp and Boyer",Ford,Explorer Sport,2002,Mauv,11068
392,2020-08-26,Harvey-Walsh,Audi,Allroad,2001,Goldenrod,50253
393,2021-06-29,"Franecki, Ryan and Hegmann",Honda,S2000,2006,Teal,92781
394,2022-02-10,"Ortiz, Kihn and Sanford",Acura,MDX,2005,Red,71671
395,2022-06-08,Hyatt-Stehr,Volkswagen,Jetta,1999,Violet,53673
396,2023-04-25,Jenkins-Yost,Mitsubishi,Montero,2004,Crimson,26882
397,2022-09-22,Marks LLC,Mitsubishi,Diamante,1992,Orange,24728
398,2022-05-06,Sipes-Champlin,Subaru,Legacy,2012,Pink,56458
399,2021-11-23,Stiedemann Inc,Honda,S2000,2009,Indigo,54642
400,2023-04-12,"Quitzon, Cruickshank and Koepp",Saab,9-3,2003,Red,52623
401,2018-05-18,"Nader, Koch and Murazik",Mazda,CX-9,2008,Pink,21216
402,2019-01-30,Doyle Group,Jaguar,XK Series,2000,Blue,84704
403,2021-04-27,Greenholt-Thiel,Nissan,Sentra,2002,Purple,43078
404,2020-01-23,Bogan-Fay,Ford,Tempo,1989,Indigo,97201
405,2022-05-15,"Lind, Flatley and Hodkiewicz",BMW,M6,2010,Crimson,98960
406,2020-06-02,"Kuphal, Lindgren and Beatty",Ford,Mustang,1988,Crimson,96378
407,2021-04-25,"Mayer, Bernhard and Kutch",Acura,RDX,2008,Khaki,92784
408,2019-01-18,Hand-Feeney,GMC,Yukon,1994,Turquoise,10902
409,2020-01-14,"O'Reilly, Ferry and Durgan",Mitsubishi,Mighty Max,1995,Teal,70855
410,2021-08-15,Reilly and Sons,Ford,Econoline E350,1996,Crimson,55309
411,2020-04-25,Bergstrom and Sons,Mercedes-Benz,SL-Class,2002,Indigo,58179
412,2019-02-25,Shanahan LLC,Volkswagen,GTI,2011,Maroon,12272
413,2018-04-02,Cummings Inc,Mercedes-Benz,SLS-Class,2012,Maroon,48590
414,2018-10-25,Harris Group,Chevrolet,G-Series 1500,1997,Teal,59740
415,2019-03-05,"Herman, Kunde and Windler",Honda,Pilot,2002,Violet,58764
416,2021-07-27,Harvey Inc,Acura,Integra,1988,Puce,70915
417,2018-11-11,Senger-Gleason,Ford,Taurus,2002,Blue,91305
418,2019-12-04,"Larson, Prohaska and Christiansen",Volvo,XC70,2007,Aquamarine,36035
419,2020-05-30,"Schaden, Romaguera and Powlowski",Pontiac,Bonneville,2003,Purple,93335
420,2023-01-17,Bailey LLC,Audi,A6,2002,Violet,72508
421,2019-11-30,Smitham LLC,Chrysler,Cirrus,1999,Indigo,98253
422,2021-05-18,Denesik-Kirlin,Suzuki,Equator,2011,Orange,37981
423,2018-07-05,"Parisian, Yundt and McCullough",Dodge,Ramcharger,1993,Red,16985
424,2019-02-03,Moore-Lebsack,Pontiac,G6,2006,Turquoise,93562
425,2021-05-25,Lebsack Inc,Ford,F450,2010,Fuscia,31998
426,2020-09-01,Friesen-Fritsch,GMC,Sierra 1500,2006,Yellow,33952
427,2019-03-14,"West, Shields and Bergstrom",Ford,F150,2002,Aquamarine,64813
428,2022-07-25,"Hoeger, Jones and Abshire",Subaru,B9 Tribeca,2007,Mauv,43282
429,2018-02-20,Yundt-Windler,Acura,NSX,2003,Violet,71064
430,2019-10-08,"Runte, Hermann and Mayert",Toyota,Tundra,2008,Puce,33088
431,2020-07-24,Nolan-Muller,Toyota,RAV4,2005,Aquamarine,31183
432,2022-12-12,Prosacco-Kilback,Toyota,Camry,2011,Green,94615
433,2019-04-10,Sauer and Sons,Ford,Mustang,1988,Blue,89958
434,2018-04-04,Purdy-Cremin,Acura,RL,2001,Goldenrod,79784
435,2022-08-27,"Connelly, Larson and Ferry",Ford,F350,2004,Crimson,10564
436,2019-11-17,Strosin and Sons,Volkswagen,Passat,1999,Purple,36243
437,2020-08-05,Considine-Anderson,Chevrolet,Malibu,1999,Fuscia,81801
438,2022-12-28,Ritchie and Sons,Chevrolet,Express 1500,2004,Aquamarine,13989
439,2018-11-16,"Okuneva, Hermiston and Murazik",GMC,1500 Club Coupe,1992,Maroon,86680
440,2018-07-28,Schroeder and Sons,Dodge,Ramcharger,1992,Aquamarine,23958
441,2021-07-30,"Bernhard, Watsica and Heathcote",Ford,F250,1995,Yellow,66404
442,2019-09-25,Sauer-Smith,Mazda,Navajo,1991,Aquamarine,49503
443,2021-11-18,Shanahan-Grimes,GMC,Yukon,1994,Purple,40344
444,2020-04-08,Barton-Shanahan,Mercury,Cougar,1990,Green,25797
445,2018-01-01,O'Hara LLC,Buick,Skylark,1993,Aquamarine,50392
446,2020-10-18,Bartoletti LLC,Chevrolet,Monte Carlo,1997,Teal,44069
447,2018-12-05,"Kihn, Frami and Dare",Dodge,Ram 2500,2004,Purple,99871
448,2022-06-22,Keeling Inc,Toyota,Yaris,2010,Puce,59906
449,2019-07-31,Kris Group,Honda,Odyssey,2007,Fuscia,75584
450,2021-07-21,"Runolfsson, Wisoky and Ondricka",BMW,M5,2003,Pink,23375
451,2022-07-07,Jast and Sons,Volvo,S40,2004,Violet,67186
452,2020-01-06,"Kshlerin, Champlin and Bartoletti",GMC,Envoy XL,2003,Goldenrod,66405
453,2020-05-07,"Stoltenberg, Mills and Stanton",Ford,Tempo,1986,Pink,30733
454,2023-04-20,"Hamill, Hackett and Nikolaus",Pontiac,Trans Sport,1994,Turquoise,88400
455,2021-05-20,Mills-Flatley,Chevrolet,Monte Carlo,1998,Turquoise,41872
456,2018-03-04,"Rogahn, Hermann and Torp",Lexus,GS,2006,Orange,64702
457,2020-12-17,Larkin-O'Reilly,Subaru,Forester,2005,Puce,75322
458,2020-08-17,Mraz-Ortiz,Acura,MDX,2006,Goldenrod,95991
459,2019-04-17,Dare and Sons,Saab,9000,1989,Turquoise,60836
460,2019-07-25,Toy-Gusikowski,Mitsubishi,Lancer,2004,Red,47949
461,2018-07-24,"Konopelski, Spinka and Steuber",Ford,Thunderbird,1994,Pink,17971
462,2022-10-08,"Shields, Nienow and Bahringer",Chevrolet,Avalanche 2500,2006,Goldenrod,97766
463,2023-03-29,Braun-Hammes,Honda,Insight,2012,Violet,71550
464,2022-11-11,"Wyman, Lang and Kutch",Maserati,Karif,1989,Maroon,86218
465,2019-04-19,"Strosin, Halvorson and Koelpin",Nissan,Cube,2012,Pink,44233
466,2022-07-15,Robel Inc,Hyundai,Accent,2010,Maroon,99144
467,2021-09-21,Klein Group,GMC,Sierra 1500,2005,Red,63119
468,2023-04-22,"Durgan, Zemlak and Sipes",Mercedes-Benz,S-Class,1992,Violet,37047
469,2022-12-14,"Parker, Marks and Wunsch",Chevrolet,Silverado 2500,2008,Khaki,87014
470,2020-02-13,Keebler LLC,Volvo,XC90,2008,Blue,89346
471,2020-06-29,"Bechtelar, Mills and Senger",Mitsubishi,Challenger,2004,Violet,77332
472,2019-01-03,Padberg-Nolan,Volkswagen,Eos,2007,Purple,97891
473,2021-08-13,Koch and Sons,Lexus,SC,2002,Blue,67572
474,2023-04-15,Bailey Group,Volkswagen,Passat,1998,Fuscia,26535
475,2020-04-19,Konopelski-Klein,Honda,Element,2005,Maroon,44431
476,2019-08-06,Nikolaus and Sons,Chevrolet,Express 1500,2004,Purple,45565
477,2022-09-03,Berge LLC,Cadillac,Escalade,2006,Crimson,91250
478,2019-02-07,Goodwin-Harvey,Maserati,Quattroporte,2012,Red,39505
479,2020-05-27,Wisozk LLC,Honda,Prelude,1994,Indigo,20522
480,2020-06-04,Marks-Gibson,Lincoln,MKX,2012,Yellow,25504
481,2021-08-09,"Emmerich, Kohler and Koelpin",Toyota,Tercel,1996,Teal,21561
482,2018-05-06,Daugherty-Sipes,Chevrolet,Camaro,1972,Violet,58920
483,2018-05-09,"Gislason, Jenkins and Sawayn",Jaguar,XK Series,2003,Puce,32248
484,2022-03-01,Cassin-Mitchell,Mercedes-Benz,600SEL,1993,Purple,68061
485,2019-08-28,Stokes-Borer,Mercury,Tracer,1996,Maroon,61471
486,2021-06-28,Bechtelar Inc,Aston Martin,DBS,2011,Teal,84473
487,2021-04-16,Pfannerstill and Sons,BMW,7 Series,2003,Maroon,27137
488,2021-10-23,Hoppe-Klocko,Oldsmobile,Achieva,1992,Fuscia,22244
489,2020-09-10,Stokes Inc,Audi,Cabriolet,1995,Crimson,80072
490,2019-11-26,Spencer-Will,Ford,Thunderbird,1995,Turquoise,39446
491,2018-06-19,Kihn and Sons,Porsche,Cayenne,2011,Blue,93106
492,2019-04-28,Johns and Sons,Jaguar,X-Type,2008,Yellow,41053
493,2022-04-24,Reichel-Abshire,Lexus,ES,1998,Indigo,55347
494,2020-02-12,"Morissette, Willms and Jacobi",Mercury,Montego,2005,Aquamarine,60589
495,2018-02-12,Greenfelder-Schamberger,Ford,Mustang,2012,Aquamarine,97371
496,2018-09-19,Schamberger and Sons,Nissan,350Z,2005,Puce,33332
497,2022-02-09,Stracke Group,Volvo,S70,1998,Puce,70882
498,2023-02-07,"Marquardt, O'Conner and Fay",Mercury,Mountaineer,2004,Green,78882
499,2018-06-24,Armstrong Group,Toyota,FJ Cruiser,2011,Green,45073
500,2019-05-23,"Gerhold, Fay and Roberts",Volkswagen,Jetta,1995,Aquamarine,80848
501,2021-07-25,Terry-Ullrich,Ford,Mustang,2002,Turquoise,14112
502,2021-12-13,"Schaden, Ledner and Runolfsdottir",Mercury,Lynx,1984,Indigo,14208
503,2022-01-01,Pagac-McKenzie,Pontiac,Grand Prix,1980,Mauv,28160
504,2021-07-18,Hintz-Graham,Buick,Somerset,1985,Goldenrod,42398
505,2019-06-11,"Balistreri, Ritchie and Zieme",Mercedes-Benz,G-Class,2007,Blue,46977
506,2022-03-13,Prosacco and Sons,GMC,Yukon XL 2500,2009,Indigo,70096
507,2020-05-16,"Johnston, Feil and Schiller",Pontiac,Chevette,1987,Maroon,37619
508,2020-08-26,Kreiger-Friesen,Mazda,Miata MX-5,2000,Khaki,90447
509,2022-08-30,Heathcote-Moore,Mercedes-Benz,M-Class,2000,Puce,71596
510,2019-03-06,"Bechtelar, Anderson and Reichert",Hyundai,Azera,2008,Turquoise,63069
511,2019-12-13,Wyman Inc,Infiniti,FX,2003,Khaki,99633
512,2021-03-27,Pfeffer Inc,Eagle,Talon,1993,Crimson,70406
513,2018-04-13,Mayer-Willms,Mitsubishi,Galant,2011,Teal,88385
514,2020-04-19,"Bartell, Kris and McCullough",Chevrolet,G-Series 1500,1997,Turquoise,61747
515,2021-07-20,Langworth-Turcotte,Pontiac,Grand Prix,1994,Turquoise,86598
516,2023-04-23,"Wiegand, Grady and Blick",Ford,Bronco,1984,Fuscia,43629
517,2019-12-22,"Harvey, Quitzon and Graham",Mitsubishi,Galant,1999,Goldenrod,78531
518,2020-01-10,Crona-Wunsch,Buick,Rainier,2006,Puce,71420
519,2020-02-04,Schowalter LLC,Lincoln,Continental,1994,Fuscia,58189
520,2022-05-18,"Jerde, Murazik and Powlowski",Chrysler,Imperial,1992,Green,11875
521,2020-08-12,"Gorczany, Mitchell and Douglas",Mercedes-Benz,SLK-Class,2003,Pink,13149
522,2020-10-06,Herzog-Schinner,Lexus,LS,2008,Khaki,64498
523,2022-02-20,Prohaska-Wiegand,Dodge,Neon,1995,Blue,25608
524,2020-03-11,"Hayes, Ebert and Dare",Mitsubishi,L300,1989,Yellow,78395
525,2020-02-07,O'Reilly Inc,BMW,X5 M,2010,Pink,92601
526,2020-06-08,Bogan LLC,Mercedes-Benz,500SL,1993,Khaki,49019
527,2018-07-21,"Bernhard, Corkery and Krajcik",GMC,Savana 2500,2012,Puce,70658
528,2022-03-10,Hegmann-Nolan,Ford,Freestar,2007,Green,97189
529,2021-08-23,Pfannerstill-Torp,MINI,Clubman,2012,Pink,55694
530,2021-09-18,Wisozk-Breitenberg,Eagle,Vision,1993,Aquamarine,36507
531,2020-07-22,"McKenzie, Herzog and Kerluke",Lotus,Elan,1994,Indigo,71181
532,2019-08-17,"Fadel, Wintheiser and Kozey",Lincoln,Continental,1996,Orange,88325
533,2022-07-10,Dach Inc,Lexus,ES,1994,Khaki,19170
534,2019-08-02,Dietrich Inc,Ford,Bronco,1992,Purple,58772
535,2019-12-28,Heathcote LLC,Scion,xB,2006,Violet,52919
536,2019-01-10,Bergstrom-Padberg,GMC,Savana 1500,2003,Blue,31395
537,2019-01-07,"Buckridge, Swaniawski and Hand",Mercedes-Benz,190E,1992,Fuscia,85226
538,2019-08-16,Rau-Carter,Oldsmobile,Alero,2004,Indigo,59504
539,2018-05-26,Fay and Sons,Mercury,Grand Marquis,2003,Fuscia,81689
540,2018-01-26,"Ryan, Lockman and Yundt",Ford,Expedition,1998,Orange,82014
541,2019-07-17,Langosh Group,Dodge,Grand Caravan,2006,Khaki,10888
542,2022-09-05,Hodkiewicz and Sons,Chevrolet,G-Series G30,1992,Mauv,38160
543,2019-01-08,Monahan-Zemlak,BMW,M3,2002,Mauv,72672
544,2018-01-22,"Ward, Quitzon and Nolan",Nissan,370Z,2011,Khaki,85453
545,2019-03-14,Herman-Walker,Mazda,MPV,2006,Khaki,26374
546,2018-09-27,"Grimes, Pfeffer and Witting",Scion,xB,2006,Blue,70790
547,2021-07-03,Ankunding LLC,Chevrolet,G-Series G10,1992,Red,11026
548,2019-11-06,Beer LLC,Chevrolet,Express 1500,2006,Purple,13577
549,2022-12-03,Lang LLC,Toyota,Land Cruiser,2007,Pink,29126
550,2018-01-25,"Hessel, Wehner and Kirlin",Mercedes-Benz,CL-Class,1999,Green,37398
551,2022-09-30,"Feest, Walker and Robel",Lamborghini,Murciélago,2002,Pink,70071
552,2023-04-16,"Goodwin, Hackett and Bechtelar",Mazda,B-Series,2001,Violet,76382
553,2022-02-23,"Morissette, Kris and Bednar",Ford,LTD Crown Victoria,1990,Green,33024
554,2022-06-02,Hilpert Inc,Hummer,H1,2006,Violet,89963
555,2022-02-01,Haley-Kassulke,Dodge,Ram 2500 Club,1999,Pink,18975
556,2020-01-10,Ryan LLC,Jeep,Cherokee,1995,Violet,45488
557,2018-08-09,Hilll Group,Acura,Integra,1995,Red,34080
558,2020-05-22,Weimann-Marvin,Lexus,RX,2003,Crimson,34783
559,2023-04-05,"Hermiston, King and Dibbert",Buick,Skylark,1997,Aquamarine,31746
560,2018-06-20,Miller and Sons,Audi,A4,2003,Blue,70597
561,2020-12-04,Simonis Group,Acura,TSX,2009,Red,39178
562,2023-01-25,"Bednar, Hintz and O'Hara",Acura,Legend,1992,Purple,64088
563,2023-03-12,Kutch Inc,Lincoln,Continental,1987,Mauv,72874
564,2019-08-30,"Schuppe, Leuschke and Lueilwitz",Saab,9-5,2004,Puce,29356
565,2020-07-12,Wolff-White,Toyota,Sequoia,2008,Khaki,73590
566,2023-01-14,"Schuppe, O'Hara and Zboncak",Cadillac,CTS,2010,Puce,39351
567,2020-06-18,Padberg-Pollich,Acura,Vigor,1992,Crimson,83407
568,2022-10-27,"Rolfson, Hand and Leffler",Ford,Excursion,2005,Maroon,71219
569,2021-10-11,Braun LLC,Audi,200,1989,Puce,59998
570,2019-07-25,Hermann-Vandervort,Audi,A4,2005,Green,42066
571,2018-05-03,Brekke and Sons,Mitsubishi,Truck,1990,Teal,23983
572,2021-07-05,"Donnelly, Oberbrunner and Langworth",Buick,LaCrosse,2010,Aquamarine,14179
573,2022-11-26,Botsford LLC,Ford,E-350 Super Duty,2006,Puce,87866
574,2022-12-13,Grant-Klocko,Chevrolet,Express 3500,2001,Maroon,19687
575,2020-04-08,"Weimann, Bradtke and Kassulke",Lincoln,Navigator,2007,Blue,44528
576,2020-07-23,Kreiger Group,Lincoln,Continental,1986,Green,98851
577,2021-04-03,"Deckow, Hilll and Conn",Pontiac,Grand Am,1994,Orange,62163
578,2022-01-30,Rutherford-Purdy,Buick,Century,1995,Puce,74518
579,2018-04-14,Cremin Group,Dodge,Ram,2003,Yellow,33132
580,2021-05-22,"Mills, Jones and Cartwright",Audi,Q7,2007,Violet,13566
581,2019-11-21,VonRueden LLC,Ford,Mustang,2012,Red,23821
582,2021-09-22,"Kuhn, Leannon and Sawayn",Volkswagen,Eurovan,2000,Yellow,83268
583,2018-10-16,Rohan Group,Mercury,Sable,1989,Teal,29853
584,2019-03-06,Rath-Koelpin,Nissan,Titan,2005,Orange,94637
585,2020-02-28,Kunze-Hartmann,Buick,Skylark,1988,Yellow,47409
586,2021-02-05,"Orn, Abernathy and Carter",Nissan,Frontier,1999,Yellow,58994
587,2023-02-26,"Oberbrunner, Farrell and Leffler",Chevrolet,Impala,2005,Red,61734
588,2019-10-14,Christiansen Group,Pontiac,Bonneville,1998,Goldenrod,59659
589,2021-03-26,Dibbert-Baumbach,Volvo,960,1996,Aquamarine,66377
590,2022-01-17,Halvorson Group,Toyota,T100,1997,Green,78125
591,2019-04-12,Marks Group,Land Rover,Range Rover,1992,Maroon,25614
592,2018-05-28,Rogahn Group,Lincoln,Mark VIII,1996,Purple,51537
593,2021-02-09,Nikolaus Inc,Volkswagen,Corrado,1991,Green,20070
594,2021-06-22,Schuppe-Johns,Hyundai,Sonata,2013,Red,60697
595,2018-07-10,"Auer, Carter and Ziemann",Mazda,Familia,1991,Puce,33382
596,2020-11-13,Lakin and Sons,Mercedes-Benz,E-Class,2004,Indigo,59557
597,2022-04-03,"Ritchie, Gleichner and Wiza",Isuzu,Rodeo Sport,2001,Pink,63937
598,2020-02-11,"Lesch, Tillman and Roberts",Kia,Mohave/Borrego,2009,Violet,90714
599,2019-08-04,Wiegand Inc,Mazda,Mazda6,2009,Aquamarine,41457
600,2018-04-16,Hartmann-Schuster,Buick,Lucerne,2011,Maroon,49936
601,2023-01-10,Macejkovic-Schmeler,Ford,Freestyle,2005,Orange,85399
602,2020-11-20,Torphy-Christiansen,Mitsubishi,Lancer Evolution,2003,Blue,18364
603,2021-02-26,"Bergstrom, Blick and Ruecker",Chevrolet,G-Series 3500,1998,Turquoise,12345
604,2020-12-16,King Group,Mitsubishi,Challenger,1997,Pink,38926
605,2019-01-28,Bins-Jacobs,Mazda,B-Series,1989,Aquamarine,69234
606,2020-03-31,Boyer-Beier,Ford,Thunderbird,1993,Red,60637
607,2021-10-04,"Funk, Ruecker and Schowalter",Toyota,Avalon,2004,Mauv,19656
608,2022-02-28,"Maggio, Jakubowski and Stark",Chevrolet,Express 1500,2004,Blue,95336
609,2023-03-16,Kertzmann Group,Lexus,LX,2007,Crimson,16274
610,2022-05-07,"Kozey, Walsh and Kris",Volkswagen,Jetta III,1995,Red,94307
611,2023-02-03,Corkery LLC,Hyundai,Elantra,1995,Purple,34570
612,2020-04-15,"McDermott, Johns and Emmerich",Dodge,Grand Caravan,1993,Green,13465
613,2023-03-21,Roob Inc,Acura,NSX,1996,Fuscia,46828
614,2019-08-22,"Grimes, Zulauf and Yost",Pontiac,Turbo Firefly,1988,Goldenrod,58877
615,2020-07-10,Monahan-Jacobi,Pontiac,Grand Prix,1996,Violet,58452
616,2022-04-24,Crist LLC,Mercedes-Benz,Sprinter 2500,2012,Violet,15476
617,2022-01-15,Ledner LLC,Cadillac,Seville,2003,Maroon,91573
618,2022-12-18,Sauer Group,Mercedes-Benz,E-Class,1997,Pink,83001
619,2022-12-29,Gislason Inc,Dodge,Ram 3500,1997,Khaki,89541
620,2021-01-11,"Herman, Schaden and Daugherty",Chevrolet,Silverado 1500,2003,Khaki,74275
621,2019-11-01,Haley and Sons,Mazda,B-Series,1995,Orange,74401
622,2019-01-13,Lesch LLC,Isuzu,Trooper,2000,Khaki,86427
623,2020-11-23,Goldner-Dach,Plymouth,Neon,2000,Purple,71418
624,2018-08-30,Ullrich-Jaskolski,Jeep,Grand Cherokee,2008,Turquoise,91158
625,2020-10-22,"Gulgowski, Bogan and Roberts",Toyota,Corolla,1999,Violet,35238
626,2020-12-19,"Thompson, Romaguera and Carter",Mercedes-Benz,SLR McLaren,2007,Green,57801
627,2019-05-01,Orn Group,Subaru,Legacy,2000,Khaki,90344
628,2018-10-30,"Feil, Farrell and Bashirian",Pontiac,Sunfire,1997,Khaki,80234
629,2019-03-07,"Gottlieb, Schulist and Nikolaus",Toyota,MR2,2005,Teal,43106
630,2019-03-24,Schiller and Sons,Ford,Explorer,1997,Orange,56953
631,2018-03-21,"Cummings, Blanda and Romaguera",Plymouth,Prowler,1999,Purple,16648
632,2018-04-11,Gusikowski and Sons,Plymouth,Breeze,1998,Blue,89354
633,2018-10-31,"Swaniawski, Daugherty and Runolfsdottir",Chevrolet,Aveo,2011,Crimson,64884
634,2020-10-26,"Stoltenberg, Deckow and Metz",GMC,Vandura 2500,1993,Maroon,73974
635,2021-07-28,Powlowski-Douglas,Buick,Park Avenue,2004,Maroon,38088
636,2019-10-01,"Keebler, Steuber and Jerde",Mitsubishi,Montero,2003,Red,54710
637,2022-02-27,"Orn, Bartell and Cremin",Pontiac,Sunfire,1997,Pink,83939
638,2021-01-06,Maggio-Zboncak,Chrysler,PT Cruiser,2008,Puce,46309
639,2019-10-09,"Pfannerstill, Maggio and Nader",Nissan,Armada,2008,Goldenrod,96106
640,2020-10-04,"Stiedemann, Lind and Romaguera",Dodge,Aries,1981,Pink,51553
641,2022-03-28,Williamson-Wyman,Buick,Reatta,1991,Green,19480
642,2021-01-20,Wisoky Inc,MG,MGB,1977,Aquamarine,21196
643,2020-08-18,"Wintheiser, Marvin and Bashirian",Chevrolet,Camaro,1981,Puce,25716
644,2021-09-08,Skiles Inc,Audi,riolet,1996,Green,96130
645,2020-12-24,Herzog Group,Ford,F150,1995,Pink,42225
646,2019-09-14,"Robel, Marquardt and Robel",Nissan,Titan,2011,Purple,32038
647,2021-06-20,Wilkinson-O'Kon,Mercedes-Benz,190E,1992,Aquamarine,47739
648,2021-03-21,"Sauer, Yost and West",GMC,Savana 2500,2002,Indigo,23784
649,2019-11-16,"Daniel, Blick and Baumbach",Mazda,B-Series Plus,1993,Purple,75549
650,2019-05-01,Hyatt-Robel,Volvo,850,1997,Pink,66012
651,2020-09-15,Jones LLC,GMC,Sierra 2500,2005,Pink,61163
652,2022-11-12,Olson Group,BMW,1 Series,2011,Yellow,37719
653,2020-11-29,"Blick, Morissette and Wunsch",Jeep,Commander,2008,Purple,81565
654,2018-06-25,Harris-McDermott,Mercedes-Benz,SLR McLaren,2009,Purple,56994
655,2020-02-06,Blanda Inc,Volkswagen,Eos,2008,Blue,95722
656,2018-12-15,"Rolfson, Ward and Corwin",Chevrolet,Malibu,2011,Mauv,55728
657,2018-05-23,Batz-Hartmann,Chevrolet,Corvette,2012,Indigo,26776
658,2018-08-26,Paucek-Oberbrunner,Land Rover,LR4,2010,Green,64251
659,2018-10-23,"Fay, Lang and Spencer",Dodge,Ram 2500,2007,Crimson,38582
660,2022-04-28,Hills and Sons,Mercedes-Benz,SLR McLaren,2009,Khaki,94236
661,2019-10-06,Rath-Mraz,Pontiac,GTO,1966,Teal,18804
662,2022-08-18,"Trantow, Wisozk and Gulgowski",Honda,Passport,2002,Fuscia,30407
